reference_name,target_name,reference_network,inferred_network,name_dct,num_assignment_pair,is_truncated,probability_of_occurrence_strong,truncated_strong,probability_of_occurrence_weak,trunceated_weak,estimated_poc_strong,estimated_poc_weak
BIOMD0000000047,BIOMD0000000033,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","4696284: 2 species, 3 reactions
  SosActivationByEGFReaction: SosInactive -> SosActive
  SosActivationByNGFReaction: SosInactive -> SosActive
  SosDeactivationReaction: SosActive -> SosInactive","{""species_names"": {""CaER"": ""SosInactive"", ""Ca_Cyt"": ""SosActive""}, ""reaction_names"": {""Jch"": ""SosActivationByEGFReaction"", ""Jleak"": ""SosActivationByNGFReaction"", ""Jpump"": ""SosDeactivationReaction""}}",6,FALSE,,,,,0.11073293520957739,0.1139307792041725
BIOMD0000000047,BIOMD0000000149,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","7658968: 2 species, 3 reactions
  R20: X18 -> X19
  R31: X18 -> X19
  R21: X19 -> X18","{""species_names"": {""CaER"": ""X18"", ""Ca_Cyt"": ""X19""}, ""reaction_names"": {""Jch"": ""R20"", ""Jleak"": ""R31"", ""Jpump"": ""R21""}}",2,FALSE,,,,,0.1383912315326401,0.14232188988473393
BIOMD0000000047,BIOMD0000000182,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","699413: 2 species, 3 reactions
  PTP_PKA: MAPK_active_cyto -> MAPK_cyto
  PTP: MAPK_active_cyto -> MAPK_cyto
  MEK_activates_MAPK: MAPK_cyto -> MAPK_active_cyto","{""species_names"": {""CaER"": ""MAPK_active_cyto"", ""Ca_Cyt"": ""MAPK_cyto""}, ""reaction_names"": {""Jch"": ""PTP_PKA"", ""Jleak"": ""PTP"", ""Jpump"": ""MEK_activates_MAPK""}}",6,FALSE,,,,,0.13449334861725148,0.1383224044617457
BIOMD0000000047,BIOMD0000000313,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","1212566: 2 species, 3 reactions
  reaction_5: JAK2 -> pJAK2
  reaction_6: JAK2 -> pJAK2
  reaction_9: pJAK2 -> JAK2","{""species_names"": {""CaER"": ""JAK2"", ""Ca_Cyt"": ""pJAK2""}, ""reaction_names"": {""Jch"": ""reaction_5"", ""Jleak"": ""reaction_6"", ""Jpump"": ""reaction_9""}}",2,FALSE,,,,,0.069673901,0.071734092
BIOMD0000000047,BIOMD0000000314,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","9275000: 2 species, 3 reactions
  reaction_5: JAK2 -> pJAK2
  reaction_6: JAK2 -> pJAK2
  reaction_9: pJAK2 -> JAK2","{""species_names"": {""CaER"": ""JAK2"", ""Ca_Cyt"": ""pJAK2""}, ""reaction_names"": {""Jch"": ""reaction_5"", ""Jleak"": ""reaction_6"", ""Jpump"": ""reaction_9""}}",2,FALSE,,,,,0.052724285,0.054298015
BIOMD0000000047,BIOMD0000000407,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","1611145: 2 species, 3 reactions
  J34: IKK -> IKKa
  J51: IKK -> IKKa
  J52: IKKa -> IKK","{""species_names"": {""CaER"": ""IKK"", ""Ca_Cyt"": ""IKKa""}, ""reaction_names"": {""Jch"": ""J34"", ""Jleak"": ""J51"", ""Jpump"": ""J52""}}",2,FALSE,,,,,0.3278075552151659,0.3359539422234735
BIOMD0000000047,BIOMD0000000489,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","4220505: 2 species, 3 reactions
  reaction_4: species_14 -> species_15
  reaction_14: species_14 -> species_15
  reaction_5: species_15 -> species_14","{""species_names"": {""CaER"": ""species_14"", ""Ca_Cyt"": ""species_15""}, ""reaction_names"": {""Jch"": ""reaction_4"", ""Jleak"": ""reaction_14"", ""Jpump"": ""reaction_5""}}",2,FALSE,,,,,0.23379969946734003,0.24003782527652828
BIOMD0000000047,BIOMD0000000720,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","1571065: 2 species, 3 reactions
  reaction_21: RB -> PRB
  reaction_22: RB -> PRB
  reaction_19: PRB -> RB","{""species_names"": {""CaER"": ""RB"", ""Ca_Cyt"": ""PRB""}, ""reaction_names"": {""Jch"": ""reaction_21"", ""Jleak"": ""reaction_22"", ""Jpump"": ""reaction_19""}}",2,FALSE,,,,,0.10670992729006634,0.10979890164948569
BIOMD0000000047,BIOMD0000000723,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","672127: 2 species, 3 reactions
  reaction_23: TriD -> actCycD
  reaction_24: TriD -> actCycD
  reaction_25: actCycD -> TriD","{""species_names"": {""CaER"": ""TriD"", ""Ca_Cyt"": ""actCycD""}, ""reaction_names"": {""Jch"": ""reaction_23"", ""Jleak"": ""reaction_24"", ""Jpump"": ""reaction_25""}}",2,FALSE,,,,,0.2807197720960609,0.28795846574516604
BIOMD0000000047,BIOMD0000000840,"BIOMD0000000047: 2 species, 3 reactions
  Jch: CaER -> Ca_Cyt
  Jleak: CaER -> Ca_Cyt
  Jpump: Ca_Cyt -> CaER","8228278: 2 species, 3 reactions
  Vicodin_Use_Transition_Abuse_Relapse_Linear: T -> A
  Vicodin_Use_Transition_Abuse_Relapse_Nonlinear: T -> A
  Vicodin_Use_Transition_Abuse_Treatment_Exit: A -> T","{""species_names"": {""CaER"": ""T"", ""Ca_Cyt"": ""A""}, ""reaction_names"": {""Jch"": ""Vicodin_Use_Transition_Abuse_Relapse_Linear"", ""Jleak"": ""Vicodin_Use_Transition_Abuse_Relapse_Nonlinear"", ""Jpump"": ""Vicodin_Use_Transition_Abuse_Treatment_Exit""}}",2,FALSE,,,,,0.048438848,0.049888061162511876
BIOMD0000000060,BIOMD0000000389,"BIOMD0000000060: 4 species, 3 reactions
  Closed_state_1: Po1 -> Pc1
  Open_state_2: Po1 -> Po2
  Closed_State_2: Po1 -> Pc2","5177237: 4 species, 3 reactions
  Diffu: Suc -> SucV
  Transl: Suc -> E
  Respi: Suc -> Resp","{""species_names"": {""Pc1"": ""SucV"", ""Po2"": ""E"", ""Po1"": ""Suc"", ""Pc2"": ""Resp""}, ""reaction_names"": {""Closed_state_1"": ""Diffu"", ""Open_state_2"": ""Transl"", ""Closed_State_2"": ""Respi""}}",6,FALSE,,,,,0.005328133,0.005447594
BIOMD0000000076,BIOMD0000000007,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1677253: 3 species, 2 reactions
  Rum1DegInG2R: G2R -> G2K
  Cdc2Phos: G2K -> PG2","{""species_names"": {""G3P"": ""G2K"", ""Gly"": ""PG2"", ""DHAP"": ""G2R""}, ""reaction_names"": {""Gpd_p"": ""Rum1DegInG2R"", ""Gpp_p"": ""Cdc2Phos""}}",1,FALSE,,,,,0.5261550189955773,0.5301634968007507
BIOMD0000000076,BIOMD0000000013,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1139530: 3 species, 2 reactions
  E14: F6P_ch -> G6P_ch
  E15: G6P_ch -> G1P_ch","{""species_names"": {""G3P"": ""G6P_ch"", ""Gly"": ""G1P_ch"", ""DHAP"": ""F6P_ch""}, ""reaction_names"": {""Gpd_p"": ""E14"", ""Gpp_p"": ""E15""}}",1,FALSE,,,,,0.46600833366642913,0.46980543110274087
BIOMD0000000076,BIOMD0000000017,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8482242: 3 species, 2 reactions
  R9: AcLac -> AcetoinIn
  R10: AcetoinIn -> AcetoinOut","{""species_names"": {""G3P"": ""AcetoinIn"", ""Gly"": ""AcetoinOut"", ""DHAP"": ""AcLac""}, ""reaction_names"": {""Gpd_p"": ""R9"", ""Gpp_p"": ""R10""}}",2,FALSE,,,,,0.3418023618592646,0.3449262706478057
BIOMD0000000076,BIOMD0000000035,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","4580775: 3 species, 2 reactions
  Reaction3: C -> R
  Reaction4: R -> EmptySet","{""species_names"": {""G3P"": ""R"", ""Gly"": ""EmptySet"", ""DHAP"": ""C""}, ""reaction_names"": {""Gpd_p"": ""Reaction3"", ""Gpp_p"": ""Reaction4""}}",1,FALSE,,,,,0.3799778248714273,0.38333979413701835
BIOMD0000000076,BIOMD0000000050,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","4661958: 3 species, 2 reactions
  v13: Glu -> _3DG
  v5: _3DG -> Cn","{""species_names"": {""G3P"": ""_3DG"", ""Gly"": ""Cn"", ""DHAP"": ""Glu""}, ""reaction_names"": {""Gpd_p"": ""v13"", ""Gpp_p"": ""v5""}}",3,FALSE,,,,,0.3799778248714273,0.38333979413701835
BIOMD0000000076,BIOMD0000000052,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7139607: 3 species, 2 reactions
  _J9: Amadori -> AMP
  _J11: AMP -> Melanoidin","{""species_names"": {""G3P"": ""AMP"", ""Gly"": ""Melanoidin"", ""DHAP"": ""Amadori""}, ""reaction_names"": {""Gpd_p"": ""_J9"", ""Gpp_p"": ""_J11""}}",1,FALSE,,,,,0.28008708396017445,0.2827730953829076
BIOMD0000000076,BIOMD0000000053,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8215353: 3 species, 2 reactions
  v2b: Amadori -> Schiff
  v6: Schiff -> CML","{""species_names"": {""G3P"": ""Schiff"", ""Gly"": ""CML"", ""DHAP"": ""Amadori""}, ""reaction_names"": {""Gpd_p"": ""v2b"", ""Gpp_p"": ""v6""}}",2,FALSE,,,,,0.30127639263191563,0.30411985919075135
BIOMD0000000076,BIOMD0000000064,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1051883: 3 species, 2 reactions
  vPGM: P3G -> P2G
  vENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""vPGM"", ""Gpp_p"": ""vENO""}}",1,FALSE,,,,,0.39822703385130465,0.40169339978052254
BIOMD0000000076,BIOMD0000000067,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","4865722: 3 species, 2 reactions
  V_Acs: OAc -> AcCoA
  V_Pta: AcCoA -> AcP","{""species_names"": {""G3P"": ""AcCoA"", ""Gly"": ""AcP"", ""DHAP"": ""OAc""}, ""reaction_names"": {""Gpd_p"": ""V_Acs"", ""Gpp_p"": ""V_Pta""}}",5,FALSE,,,,,0.3218420330904844,0.32483128106965387
BIOMD0000000076,BIOMD0000000070,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3526004: 3 species, 2 reactions
  vPGM: Gri3P -> Gri2P
  vENO: Gri2P -> PEP","{""species_names"": {""G3P"": ""Gri2P"", ""Gly"": ""PEP"", ""DHAP"": ""Gri3P""}, ""reaction_names"": {""Gpd_p"": ""vPGM"", ""Gpp_p"": ""vENO""}}",1,FALSE,,,,,0.6786582510517627,0.6827810900282494
BIOMD0000000076,BIOMD0000000071,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1805794: 3 species, 2 reactions
  vGPO: Gly3P -> DHAP
  vTPI: DHAP -> GAP","{""species_names"": {""G3P"": ""DHAP"", ""Gly"": ""GAP"", ""DHAP"": ""Gly3P""}, ""reaction_names"": {""Gpd_p"": ""vGPO"", ""Gpp_p"": ""vTPI""}}",1,FALSE,,,,,0.3418023618592646,0.3449262706478057
BIOMD0000000076,BIOMD0000000108,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8813566: 3 species, 2 reactions
  reaction_8: species_0000008 -> species_0000011
  reaction_12: species_0000011 -> species_0000007","{""species_names"": {""G3P"": ""species_0000011"", ""Gly"": ""species_0000007"", ""DHAP"": ""species_0000008""}, ""reaction_names"": {""Gpd_p"": ""reaction_8"", ""Gpp_p"": ""reaction_12""}}",1,FALSE,,,,,0.39822703385130465,0.40169339978052254
BIOMD0000000076,BIOMD0000000110,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","5035941: 3 species, 2 reactions
  reaction_0000016: ixp -> x
  reaction_0000005: x -> x1","{""species_names"": {""G3P"": ""x"", ""Gly"": ""x1"", ""DHAP"": ""ixp""}, ""reaction_names"": {""Gpd_p"": ""reaction_0000016"", ""Gpp_p"": ""reaction_0000005""}}",3,FALSE,,,,,0.4817253933190352,0.4855855672933842
BIOMD0000000076,BIOMD0000000122,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","4347498: 3 species, 2 reactions
  R7: NFAT_Act_C_Nuc -> NFAT_Act_C_Cyt
  R8: NFAT_Act_C_Cyt -> NFAT_Pi_Act_C_Cyt","{""species_names"": {""G3P"": ""NFAT_Act_C_Cyt"", ""Gly"": ""NFAT_Pi_Act_C_Cyt"", ""DHAP"": ""NFAT_Act_C_Nuc""}, ""reaction_names"": {""Gpd_p"": ""R7"", ""Gpp_p"": ""R8""}}",2,FALSE,,,,,0.39822703385130465,0.40169339978052254
BIOMD0000000076,BIOMD0000000123,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3370794: 3 species, 2 reactions
  R7: NFAT_Act_C_Nuc -> NFAT_Act_C_Cyt
  R8: NFAT_Act_C_Cyt -> NFAT_Pi_Act_C_Cyt","{""species_names"": {""G3P"": ""NFAT_Act_C_Cyt"", ""Gly"": ""NFAT_Pi_Act_C_Cyt"", ""DHAP"": ""NFAT_Act_C_Nuc""}, ""reaction_names"": {""Gpd_p"": ""R7"", ""Gpp_p"": ""R8""}}",2,FALSE,,,,,0.39822703385130465,0.40169339978052254
BIOMD0000000076,BIOMD0000000162,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","674931: 3 species, 2 reactions
  flux1: Ca_D_Extracellular -> Ca_D_Cytosol
  SERCA_fluxD: Ca_D_Cytosol -> Ca_D_ER","{""species_names"": {""G3P"": ""Ca_D_Cytosol"", ""Gly"": ""Ca_D_ER"", ""DHAP"": ""Ca_D_Extracellular""}, ""reaction_names"": {""Gpd_p"": ""flux1"", ""Gpp_p"": ""SERCA_fluxD""}}",6,FALSE,,,,,0.7392974297687724,0.74325372
BIOMD0000000076,BIOMD0000000172,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7875320: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""PGM"", ""Gpp_p"": ""ENO""}}",1,FALSE,,,,,0.433129866,0.4367780988173927
BIOMD0000000076,BIOMD0000000176,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","289818: 3 species, 2 reactions
  GPM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""GPM"", ""Gpp_p"": ""ENO""}}",1,FALSE,,,,,0.433129866,0.4367780988173927
BIOMD0000000076,BIOMD0000000177,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2415987: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""PGM"", ""Gpp_p"": ""ENO""}}",1,FALSE,,,,,0.46600833366642913,0.46980543110274087
BIOMD0000000076,BIOMD0000000188,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","6383161: 3 species, 2 reactions
  p53mRNASynthesis: Source -> p53_mRNA
  p53mRNADegradation: p53_mRNA -> Sink","{""species_names"": {""G3P"": ""p53_mRNA"", ""Gly"": ""Sink"", ""DHAP"": ""Source""}, ""reaction_names"": {""Gpd_p"": ""p53mRNASynthesis"", ""Gpp_p"": ""p53mRNADegradation""}}",1,FALSE,,,,,0.4498146425892092,0.45354122471040226
BIOMD0000000076,BIOMD0000000190,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9694463: 3 species, 2 reactions
  MAT: Met -> SAM
  SAMdc: SAM -> A","{""species_names"": {""G3P"": ""SAM"", ""Gly"": ""A"", ""DHAP"": ""Met""}, ""reaction_names"": {""Gpd_p"": ""MAT"", ""Gpp_p"": ""SAMdc""}}",1,FALSE,,,,,0.3218420330904844,0.32483128106965387
BIOMD0000000076,BIOMD0000000201,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2594291: 3 species, 2 reactions
  N_activation: N -> Na
  Na_transport: Na -> Nan","{""species_names"": {""G3P"": ""Na"", ""Gly"": ""Nan"", ""DHAP"": ""N""}, ""reaction_names"": {""Gpd_p"": ""N_activation"", ""Gpp_p"": ""Na_transport""}}",2,FALSE,,,,,0.626887417,0.6310481287394765
BIOMD0000000076,BIOMD0000000206,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7601571: 3 species, 2 reactions
  v5: s5 -> s6
  v6: s6 -> na","{""species_names"": {""G3P"": ""s6"", ""Gly"": ""na"", ""DHAP"": ""s5""}, ""reaction_names"": {""Gpd_p"": ""v5"", ""Gpp_p"": ""v6""}}",1,FALSE,,,,,0.28008708396017445,0.2827730953829076
BIOMD0000000076,BIOMD0000000211,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1296508: 3 species, 2 reactions
  vPGM: species_7 -> species_5
  vENO: species_5 -> species_4","{""species_names"": {""G3P"": ""species_5"", ""Gly"": ""species_4"", ""DHAP"": ""species_7""}, ""reaction_names"": {""Gpd_p"": ""vPGM"", ""Gpp_p"": ""vENO""}}",2,FALSE,,,,,0.46600833366642913,0.46980543110274087
