model_name,reactant_array_str,product_array_str,row_names,column_names,num_row,num_col,structurally_identical_type
bestmodel_Q6rYzBUz4gOt,"[1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11', '_J12']",3,13,identity_collection_type_not
bestmodel_jJQMbeMNDHhK,"[1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0]","[2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11']",3,12,identity_collection_type_not
bestmodel_m1ULjbflWL6Z,"[1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0]","[0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7']",3,8,identity_collection_type_not
bestmodel_hx1KOn3s7Xfl,"[1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0]","[0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0]","['S2', 'S1', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10']",3,11,identity_collection_type_not
bestmodel_Q9UzYlEDzgZs,"[1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0]","[1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6']",3,7,identity_collection_type_not
bestmodel_orulheYJEsVL,"[1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]","[0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10']",3,11,identity_collection_type_not
bestmodel_rhRvkuQlUxK8,"[1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]","[2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6']",3,7,identity_collection_type_not
bestmodel_rwMrpoP0OYp9,"[1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0]","[1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6']",3,7,identity_collection_type_not
bestmodel_InybuOSuRZtA,"[1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0]","[2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7']",3,8,identity_collection_type_not
bestmodel_K7SFMCtTmGhm,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0]","[1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0]","['S1', 'S2', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8']",3,9,identity_collection_type_not
bestmodel_J6MqLcj6yXoO,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7']",3,8,identity_collection_type_not
bestmodel_CHcMTtXUkI4n,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]","[0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0]","['S1', 'S2', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9']",3,10,identity_collection_type_not
bestmodel_eisBmQQ6JsR0,"[1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0]","[0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0]","['S1', 'S2', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11', '_J12', '_J13', '_J14']",3,15,identity_collection_type_not
bestmodel_qJvnSEoTkkDO,"[1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0]","[2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5']",3,6,identity_collection_type_not
bestmodel_FTxF1hdHhTiQ,"[1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0]","[1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10']",3,11,identity_collection_type_not
bestmodel_qUTdG08bEOH0,"[1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0]","[0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11']",3,12,identity_collection_type_not
bestmodel_Kmyf3UhqSObF,"[2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0]","[1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8']",3,9,identity_collection_type_not
bestmodel_ex79LhkIiz3a,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0]","[0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8']",3,9,identity_collection_type_not
bestmodel_j01zTPqwhPOG,"[1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0]","[0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11', '_J12', '_J13']",3,14,identity_collection_type_not
bestmodel_G33T6u7eNYWX,"[1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0]","[2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6']",3,7,identity_collection_type_not
bestmodel_Dg7Be8rbzCid,"[1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0]","[2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11']",3,12,identity_collection_type_not
bestmodel_pIAj2vadunnQ,"[1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]","[1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7']",3,8,identity_collection_type_not
bestmodel_k5ezLE7ouWfs,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0]","[0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0]","['S1', 'S2', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9']",3,10,identity_collection_type_not
bestmodel_PaFEayB4Ix5f,"[1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0]","[2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8']",3,9,identity_collection_type_not
bestmodel_rnoJrWz2fqLo,"[1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0]","[0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9']",3,10,identity_collection_type_not
bestmodel_jrgyuYnjJxeF,"[1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0]","[0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0]","['S2', 'S1', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10', '_J11']",3,12,identity_collection_type_not
bestmodel_qWgYRZFV8YzG,"[1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0]","[0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0]","['S1', 'S2', 'S0']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8', '_J9', '_J10']",3,11,identity_collection_type_not
bestmodel_KrIanCstPbc2,"[1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]","[1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","['S0', 'S2', 'S1']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6']",3,7,identity_collection_type_not
bestmodel_fkyLI4dG885y,"[2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0]","[0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0]","['S0', 'S1', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7']",3,8,identity_collection_type_not
bestmodel_Qg33ilNYt4bo,"[1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0]","[0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]","['S1', 'S0', 'S2']","['_J0', '_J1', '_J2', '_J3', '_J4', '_J5', '_J6', '_J7', '_J8']",3,9,identity_collection_type_not
